id,level,agent_id,agent/nop,oracle/nop,task_id,agent_recording,repo_name,benchmark_name,benchmark_decomposed,benchmark_codes,benchmark_without_params,benchmark_type,advantage
13715,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",1.0781386820794716,1.050924744356756,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_abs,"benchmarks,TimeArithmetic,time_abs,","{'benchmarks.TimeArithmetic.time_abs': 'class TimeArithmetic:\n    def time_abs(self, shape, axis):\n        execute(self.df.abs())\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_abs,time,0.01924315990652061
13716,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",1.0041543128530295,1.0065230074374514,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_add,"benchmarks,TimeArithmetic,time_add,","{'benchmarks.TimeArithmetic.time_add': 'class TimeArithmetic:\n    def time_add(self, shape, axis):\n        execute(self.df.add(2, axis=axis))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_add,time,-0.0016749200032045795
13717,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",0.9850820113575244,0.9478472756529733,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_aggregate,"benchmarks,TimeArithmetic,time_aggregate,","{'benchmarks.TimeArithmetic.time_aggregate': 'class TimeArithmetic:\n    def time_aggregate(self, shape, axis):\n        execute(self.df.aggregate(lambda df: df.sum(), axis=axis))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_aggregate,time,0.026328934112376905
13718,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",0.9884343916176797,0.9625879211422476,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_apply,"benchmarks,TimeArithmetic,time_apply,","{'benchmarks.TimeArithmetic.time_apply': 'class TimeArithmetic:\n    def time_apply(self, shape, axis):\n        execute(self.df.apply(lambda df: df.sum(), axis=axis))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_apply,time,0.01827621454291592
13719,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",1.025108708984759,1.021533827814278,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_count,"benchmarks,TimeArithmetic,time_count,","{'benchmarks.TimeArithmetic.time_count': 'class TimeArithmetic:\n    def time_count(self, shape, axis):\n        execute(self.df.count(axis=axis))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_count,time,0.002527822717583212
13720,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",1.0246771127484642,0.969368773616067,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_is_in,"benchmarks,TimeArithmetic,time_is_in,","{'benchmarks.TimeArithmetic.time_is_in': 'class TimeArithmetic:\n    def time_is_in(self, shape, axis):\n        execute(self.df.isin([0, 2]))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_is_in,time,0.03910890165668334
13721,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",0.9902693759935098,1.0155586588347814,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_mean,"benchmarks,TimeArithmetic,time_mean,","{'benchmarks.TimeArithmetic.time_mean': 'class TimeArithmetic:\n    def time_mean(self, shape, axis):\n        execute(self.df.mean(axis=axis))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_mean,time,-0.01788222338840769
13722,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",0.9904641976883828,1.0154026223180954,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_median,"benchmarks,TimeArithmetic,time_median,","{'benchmarks.TimeArithmetic.time_median': 'class TimeArithmetic:\n    def time_median(self, shape, axis):\n        execute(self.df.median(axis=axis))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_median,time,-0.017634129167779414
13723,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",1.0075475397292317,0.9957410428952207,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_mod,"benchmarks,TimeArithmetic,time_mod,","{'benchmarks.TimeArithmetic.time_mod': 'class TimeArithmetic:\n    def time_mod(self, shape, axis):\n        execute(self.df.mod(2, axis=axis))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_mod,time,0.0083484539733867
13724,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",1.0215537295991095,1.0370039287859023,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_mode,"benchmarks,TimeArithmetic,time_mode,","{'benchmarks.TimeArithmetic.time_mode': 'class TimeArithmetic:\n    def time_mode(self, shape, axis):\n        execute(self.df.mode(axis=axis))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_mode,time,-0.010924940615664071
13725,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",1.0258064465624968,1.0142503381552859,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_mul,"benchmarks,TimeArithmetic,time_mul,","{'benchmarks.TimeArithmetic.time_mul': 'class TimeArithmetic:\n    def time_mul(self, shape, axis):\n        execute(self.df.mul(2, axis=axis))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_mul,time,0.008171402618865689
13726,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",1.0222692642769948,1.0223320263907187,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_nunique,"benchmarks,TimeArithmetic,time_nunique,","{'benchmarks.TimeArithmetic.time_nunique': 'class TimeArithmetic:\n    def time_nunique(self, shape, axis):\n        execute(self.df.nunique(axis=axis))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_nunique,time,-4.437951621578027e-05
13727,1-Params,"openhands,anthropic-claude-sonnet-4-20250514",1.0350360713995423,1.011305338000079,modin_project-modin_1,/recordings/modin_project-modin_1/agent-8-openhands:anthropic-claude-sonnet-4-20250514.cast,modin-project/modin,benchmarks.TimeArithmetic.time_sum,"benchmarks,TimeArithmetic,time_sum,","{'benchmarks.TimeArithmetic.time_sum': 'class TimeArithmetic:\n    def time_sum(self, shape, axis):\n        execute(self.df.sum(axis=axis))\n\ndef setup(*args, **kwargs):  # noqa: GL08\n    # This function just needs to be imported into each benchmark file to\n    # set up the random seed before each function. ASV run it automatically.\n    # https://asv.readthedocs.io/en/latest/writing_benchmarks.html\n    np.random.seed(42)\n\nclass TimeArithmetic:\n    def setup(self, shape, axis):\n        self.df = generate_dataframe(""int"", *shape, RAND_LOW, RAND_HIGH)'}",benchmarks.TimeArithmetic.time_sum,time,0.016780162509290666
